,age,workclass,education,marital-status,occupation,race,sex,capital-gain,capital-loss,hours-per-week,native-country,CF_user,candid,clf,Method_cfe,income
0,47,Private,Doctorate,Divorced,Exec-managerial,White,Female,0,1974,40,United-States,1,u79,BernoulliNB,random,1
0,47,Federal-gov,Doctorate,Divorced,Exec-managerial,White,Female,0,1974,40,United-States,1,u79,BernoulliNB,random,1
0,47,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,0,1974,40,United-States,1,u79,BernoulliNB,random,1
0,47,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,White,Female,0,1974,40,United-States,1,u79,BernoulliNB,random,1
0,47,Private,HS-grad,Married-civ-spouse,Prof-specialty,White,Female,0,1974,40,United-States,1,u79,BernoulliNB,random,1
u80,21,Private,Some-college,Never-married,Adm-clerical,White,Female,0,0,25,United-States,0,u80,BernoulliNB,random,0
0,21,Private,Prof-school,Married-civ-spouse,Sales,White,Female,0,0,25,United-States,1,u80,BernoulliNB,random,1
0,21,Self-emp-inc,Some-college,Married-civ-spouse,Sales,White,Female,0,0,25,United-States,1,u80,BernoulliNB,random,1
0,21,Private,Doctorate,Married-civ-spouse,Adm-clerical,White,Female,0,0,25,United-States,1,u80,BernoulliNB,random,1
0,21,Self-emp-inc,Prof-school,Married-civ-spouse,Adm-clerical,White,Female,0,0,25,United-States,1,u80,BernoulliNB,random,1
0,21,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Protective-serv,White,Female,0,0,25,United-States,1,u80,BernoulliNB,random,1
u81,24,?,Bachelors,Never-married,?,White,Female,0,0,40,United-States,0,u81,BernoulliNB,random,0
0,24,Federal-gov,Bachelors,Married-civ-spouse,Sales,White,Female,0,0,40,United-States,1,u81,BernoulliNB,random,1
0,24,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,0,0,40,United-States,1,u81,BernoulliNB,random,1
0,24,Private,Doctorate,Married-civ-spouse,Prof-specialty,White,Female,0,0,40,United-States,1,u81,BernoulliNB,random,1
0,24,Self-emp-inc,Doctorate,Married-civ-spouse,?,White,Female,0,0,40,United-States,1,u81,BernoulliNB,random,1
0,24,Self-emp-inc,Bachelors,Married-civ-spouse,Transport-moving,White,Female,0,0,40,United-States,1,u81,BernoulliNB,random,1
u82,44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,30,United-States,0,u82,BernoulliNB,random,0
0,44,Self-emp-not-inc,1st-4th,Divorced,Craft-repair,White,Male,0,0,30,United-States,1,u82,BernoulliNB,random,0
0,44,Local-gov,HS-grad,Separated,Craft-repair,White,Male,0,0,30,United-States,1,u82,BernoulliNB,random,0
0,44,Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,White,Male,0,0,30,United-States,1,u82,BernoulliNB,random,0
0,44,?,10th,Married-civ-spouse,Craft-repair,White,Male,0,0,30,United-States,1,u82,BernoulliNB,random,0
0,44,Self-emp-not-inc,5th-6th,Never-married,Craft-repair,White,Male,0,0,30,United-States,1,u82,BernoulliNB,random,0
u83,19,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,0,0,35,United-States,0,u83,BernoulliNB,random,0
0,19,Private,Doctorate,Married-civ-spouse,?,White,Male,0,0,35,United-States,1,u83,BernoulliNB,random,1
0,19,Private,HS-grad,Married-civ-spouse,Sales,White,Male,0,0,35,United-States,1,u83,BernoulliNB,random,1
0,19,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,0,0,35,United-States,1,u83,BernoulliNB,random,1
0,19,Private,Masters,Married-civ-spouse,Transport-moving,White,Male,0,0,35,United-States,1,u83,BernoulliNB,random,1
0,19,Private,1st-4th,Married-civ-spouse,Exec-managerial,White,Male,0,0,35,United-States,1,u83,BernoulliNB,random,1
u84,42,Local-gov,HS-grad,Widowed,Transport-moving,White,Female,0,0,40,United-States,0,u84,BernoulliNB,random,0
0,42,Local-gov,Doctorate,Married-civ-spouse,Transport-moving,White,Female,0,0,40,United-States,1,u84,BernoulliNB,random,1
0,42,Local-gov,Doctorate,Married-civ-spouse,Tech-support,White,Female,0,0,40,United-States,1,u84,BernoulliNB,random,1
0,42,Local-gov,Prof-school,Married-civ-spouse,Exec-managerial,White,Female,0,0,40,United-States,1,u84,BernoulliNB,random,1
0,42,Local-gov,Doctorate,Married-civ-spouse,Prof-specialty,White,Female,0,0,40,United-States,1,u84,BernoulliNB,random,1
0,42,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Transport-moving,White,Female,0,0,40,United-States,1,u84,BernoulliNB,random,1
u85,48,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,United-States,0,u85,BernoulliNB,random,0
0,48,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,0,0,40,United-States,1,u85,BernoulliNB,random,0
0,48,Private,HS-grad,Divorced,Priv-house-serv,White,Male,0,0,40,United-States,1,u85,BernoulliNB,random,0
0,48,Self-emp-not-inc,HS-grad,Never-married,Machine-op-inspct,White,Male,0,0,40,United-States,1,u85,BernoulliNB,random,0
0,48,Private,Prof-school,Widowed,Machine-op-inspct,White,Male,0,0,40,United-States,1,u85,BernoulliNB,random,0
0,48,Private,HS-grad,Separated,Priv-house-serv,White,Male,0,0,40,United-States,1,u85,BernoulliNB,random,0
u86,48,Private,10th,Married-civ-spouse,Craft-repair,White,Male,0,0,30,United-States,0,u86,BernoulliNB,random,0
0,48,Federal-gov,12th,Married-civ-spouse,Craft-repair,White,Male,0,0,30,United-States,1,u86,BernoulliNB,random,1
0,48,Self-emp-not-inc,11th,Married-civ-spouse,Craft-repair,White,Male,0,0,30,United-States,1,u86,BernoulliNB,random,1
0,48,Self-emp-inc,10th,Married-civ-spouse,Adm-clerical,White,Male,0,0,30,United-States,1,u86,BernoulliNB,random,1
0,48,Private,Assoc-voc,Married-civ-spouse,Transport-moving,White,Male,0,0,30,United-States,1,u86,BernoulliNB,random,1
0,48,Federal-gov,Some-college,Married-civ-spouse,Craft-repair,White,Male,0,0,30,United-States,1,u86,BernoulliNB,random,1
u87,34,Local-gov,Some-college,Married-civ-spouse,Transport-moving,White,Male,0,1579,40,United-States,0,u87,BernoulliNB,random,0
0,34,Local-gov,Masters,Never-married,Transport-moving,White,Male,0,1579,40,United-States,1,u87,BernoulliNB,random,0
0,34,?,12th,Married-civ-spouse,Transport-moving,White,Male,0,1579,40,United-States,1,u87,BernoulliNB,random,0
0,34,Local-gov,7th-8th,Married-civ-spouse,Transport-moving,White,Male,0,1579,40,United-States,1,u87,BernoulliNB,random,0
0,34,?,Some-college,Married-civ-spouse,Adm-clerical,White,Male,0,1579,40,United-States,1,u87,BernoulliNB,random,0
0,34,Local-gov,Masters,Widowed,Transport-moving,White,Male,0,1579,40,United-States,1,u87,BernoulliNB,random,0
u88,21,Self-emp-not-inc,Some-college,Never-married,Tech-support,White,Male,0,0,25,United-States,0,u88,BernoulliNB,random,0
0,21,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,White,Male,0,0,25,United-States,1,u88,BernoulliNB,random,1
0,21,Self-emp-not-inc,Some-college,Married-civ-spouse,Transport-moving,White,Male,0,0,25,United-States,1,u88,BernoulliNB,random,1
0,21,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Tech-support,White,Male,0,0,25,United-States,1,u88,BernoulliNB,random,1
0,21,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Tech-support,White,Male,0,0,25,United-States,1,u88,BernoulliNB,random,1
0,21,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,White,Male,0,0,25,United-States,1,u88,BernoulliNB,random,1
u89,61,Private,10th,Married-civ-spouse,Sales,White,Male,0,0,40,United-States,0,u89,BernoulliNB,random,0
0,61,?,10th,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,1,u89,BernoulliNB,random,0
0,61,Private,7th-8th,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,United-States,1,u89,BernoulliNB,random,0
0,61,Private,5th-6th,Divorced,Sales,White,Male,0,0,40,United-States,1,u89,BernoulliNB,random,0
0,61,State-gov,10th,Divorced,Sales,White,Male,0,0,40,United-States,1,u89,BernoulliNB,random,0
0,61,Private,Assoc-voc,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,40,United-States,1,u89,BernoulliNB,random,0
u90,30,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,United-States,0,u90,BernoulliNB,random,0
0,30,State-gov,Some-college,Married-civ-spouse,Priv-house-serv,White,Male,0,0,40,United-States,1,u90,BernoulliNB,random,0
0,30,Federal-gov,10th,Divorced,Adm-clerical,White,Male,0,0,40,United-States,1,u90,BernoulliNB,random,0
0,30,State-gov,Some-college,Never-married,Adm-clerical,White,Male,0,0,40,United-States,1,u90,BernoulliNB,random,0
0,30,Self-emp-not-inc,10th,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,United-States,1,u90,BernoulliNB,random,0
0,30,Federal-gov,Some-college,Never-married,Other-service,White,Male,0,0,40,United-States,1,u90,BernoulliNB,random,0
u91,35,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,2885,0,40,United-States,0,u91,BernoulliNB,random,0
0,35,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,2885,0,40,United-States,1,u91,BernoulliNB,random,0
0,35,?,HS-grad,Married-civ-spouse,?,White,Male,2885,0,40,United-States,1,u91,BernoulliNB,random,0
0,35,Private,HS-grad,Married-spouse-absent,Craft-repair,White,Male,2885,0,40,United-States,1,u91,BernoulliNB,random,0
0,35,?,5th-6th,Married-civ-spouse,Transport-moving,White,Male,2885,0,40,United-States,1,u91,BernoulliNB,random,0
0,35,?,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,2885,0,40,United-States,1,u91,BernoulliNB,random,0
